location,meal_section,category,item_name,serving_size,Total Fat,Protein,Total Carbohydrate,Total Sugars,Total Sodium,Calories
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Mocha Shake,Shake,16g,13g,118g,103g,310mg,668
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Oreo Shake,Shake,21g,12g,81g,66g,380mg,561
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Strawberry Chip Shake,Shake,23g,13g,94g,83g,290mg,635
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Strawberry Shake,Shake,16g,12g,83g,74g,290mg,524
The Devils Krafthouse,Any,Housemade Milkshakes (Available 11:00 am - 11:00 pm),Vanilla Shake,Shake,18g,12g,70g,61g,320mg,490
It's Thyme,Dinner,Dinner Thyme Entrees (Available After 4 PM),Grilled Chicken Nuggets,4 oz Portion,3g,23g,3g,20g,810mg,131
It's Thyme,Dinner,Dinner Thyme Entrees (Available After 4 PM),Spaghetti Squash Primavera,Bowl,27g,13g,80g,33g,3420mg,615
It's Thyme,Dinner,Dinner Thyme Entrees (Available After 4 PM),Hot Honey Chicken Tenders,9.4 oz Portion,65g,32g,76g,6g,40mg,1017
It's Thyme,Dinner,Made To Order Chickpea Falafel Wrap and Taco Thyme Tortilla,Chickpea Tortilla,2 Tortilla Taco Portion,4.5g,9g,21g,7g,380mg,160
It's Thyme,Dinner,Made to Order Street Taco Thyme Proteins (Choose One),Caribbean Jerk Chicken,4.22 oz Portion,3g,23g,5g,3g,790mg,139
It's Thyme,Dinner,Made to Order Street Taco Thyme Proteins (Choose One),Shredded Beef,4 oz Portion,16g,17g,4g,1g,500mg,228
It's Thyme,Dinner,Made to Order Street Taco Thyme Proteins (Choose One),Sweet Potatoes,6 oz Portion,4.5g,3g,34g,11g,150mg,188
It's Thyme,Dinner,Dinner Thyme Sides,Barbecue Sweet Potato Chips,2.4 oz Portion,9g,1g,11g,3g,2410mg,129
It's Thyme,Dinner,Dinner Thyme Sides,Citrus Za-atar Crunch Sweet Potato Chips,2.4 oz Portion,9g,1g,11g,3g,2450mg,129
It's Thyme,Dinner,Dinner Thyme Sides,Grilled Cinnamon Pineapple,3.15 Portion,1g,1g,21g,19g,35mg,97
It's Thyme,Dinner,Dinner Thyme Sides,Smoky Chili Lime Sweet Potato Chips,2.4 oz Portion,9g,1g,11g,3g,2440mg,129
It's Thyme,Dinner,Dinner Thyme Sides,Sweet Potato Chips,2.42 oz Portion,10g,1g,11g,4g,160mg,138
It's Thyme,Any,It's Thyme For A Dole Whip,Cherry (Contains Coconut),7.5 oz Portion,0g,0g,12g,11g,0mg,48
It's Thyme,Any,It's Thyme For A Dole Whip,Lemon (Contains Coconut),7.5 oz Portion,1g,0g,48g,44g,20mg,201
It's Thyme,Any,It's Thyme For A Dole Whip,Lime (Contains Coconut),7.5 oz Portion,0g,0g,0g,11g,0mg,0
It's Thyme,Any,It's Thyme For A Dole Whip,Mango (Contains Coconut),7.5 oz Portion,1g,0g,49g,47g,20mg,205
It's Thyme,Any,It's Thyme For A Dole Whip,Orange (Contains Coconut),7.5 oz Portion,1g,0g,48g,44g,20mg,201
It's Thyme,Any,It's Thyme For A Dole Whip,Pineapple (Contains Coconut),7.5 oz Portion,1g,0g,48g,44g,20mg,201
It's Thyme,Any,It's Thyme For A Dole Whip,Pomegranate (Contains Coconut),7.5 oz Portion,1g,0g,46g,44g,20mg,193
It's Thyme,Any,It's Thyme For A Dole Whip,Raspberry (Contains Coconut),7.5 oz Portion,1g,0g,48g,47g,10mg,201
It's Thyme,Any,It's Thyme For A Dole Whip,Strawberry (Contains Coconut),7.5 oz Portion,1g,0g,49g,47g,50mg,205
It's Thyme,Any,It's Thyme For A Dole Whip,Watermelon (Contains Coconut),7.5 oz Portion,1g,0g,51g,47g,0mg,213
Zweli's Café at Duke Divinity,Breakfast,Breakfast Biscuits and Sandwiches,Egg and Cheese Waffle Smash,Sandwich,25g,17g,24g,2g,570mg,389
Zweli's Café at Duke Divinity,Breakfast,Breakfast Biscuits and Sandwiches,Homemade Biscuit,Biscuit,10g,3g,26g,1g,490mg,206
Zweli's Café at Duke Divinity,Breakfast,Breakfast Sides,Fruit Medley,6 oz Portion,0g,1g,16g,13g,20mg,68
Zweli's Café at Duke Divinity,Breakfast,Breakfast Sides,Grits,4 oz Portion,1.5g,1g,10g,0g,105mg,58
Zweli's Café at Duke Divinity,Breakfast,Breakfast Sides,Scrambled Eggs,4.4 oz Portion,14g,11g,2g,1g,150mg,178
Zweli's Café at Duke Divinity,Breakfast,Breakfast Sides,Sweet Potato Hash,4 oz Portion,1g,2g,26g,3g,300mg,121
Zweli's Café at Duke Divinity,Breakfast,Breakfast Sides,Toast,Slice,1g,3g,16g,1g,160mg,85
Zweli's Café at Duke Divinity,Breakfast,Breakfast Sides,Vegan Oatmeal,4 oz Portion,4g,12g,47g,4g,50mg,272
Zweli's Café at Duke Divinity,Lunch,Panini Lunch Sandwiches,Buffalo Chicken Panini,Sandwich,13g,37g,38g,6g,1780mg,417
Zweli's Café at Duke Divinity,Lunch,Panini Lunch Sandwiches,Garden Veggie Panini,Sandwich,9g,6g,44g,4g,1580mg,281
Zweli's Café at Duke Divinity,Lunch,Panini Lunch Sandwiches,Turkey Avocado Panini,Sandwich,41g,49g,42g,2g,2580mg,733
Zweli's Café at Duke Divinity,Lunch,Lunch Entrees,Curry Chicken,6 oz Portion,13g,16g,17g,6g,300mg,249
Zweli's Café at Duke Divinity,Lunch,Lunch Entrees,Grilled Portabella Mushroom,Portion,3g,6g,9g,5g,60mg,87
Zweli's Café at Duke Divinity,Lunch,Lunch Entrees,Honey Glazed Pork Chop,Pork Chop,33g,36g,97g,90g,1800mg,829
Zweli's Café at Duke Divinity,Lunch,Lunch Entrees,Nyama Zimbabwean Beef Stew,7.1 oz Portion,14g,24g,6g,3g,630mg,246
Zweli's Café at Duke Divinity,Lunch,Lunch Entrees,Piri Piri Grilled Chicken Breast,Portion,2g,43g,4g,6g,2220mg,206
Zweli's Café at Duke Divinity,Lunch,Lunch Sides,Chakalaka,6 oz Portion,3.5g,6g,33g,9g,230mg,188
Zweli's Café at Duke Divinity,Lunch,Lunch Sides,Garlic Mashed Potatoes,5 oz Portion,6g,3g,25g,2g,1250mg,166
Zweli's Café at Duke Divinity,Lunch,Lunch Sides,Green Beans and Potatoes,3 oz Portion,5g,2g,9g,2g,340mg,89
Zweli's Café at Duke Divinity,Lunch,Lunch Sides,Honey Glazed Carrots,5 oz Portion,8g,3g,22g,16g,240mg,172
Zweli's Café at Duke Divinity,Lunch,Lunch Sides,Jollof Rice,4 oz Portion,1g,3g,25g,7g,210mg,121
Zweli's Café at Duke Divinity,Lunch,Lunch Sides,Sadza,4 oz Portion,0g,5g,58g,0g,25mg,252
Zweli's Café at Duke Divinity,Lunch,Lunch Sides,Sauteed Curry Cabbage,6 oz Portion,2g,2g,10g,5g,95mg,66
Zweli's Café at Duke Divinity,Lunch,Lunch Sides,Soft Roll,Batch,145g,168g,920g,539g,11880mg,5657
Zweli's Café at Duke Divinity,Lunch,Lunch Sides,Zimbabwean Collards,2.6 oz Portion,5g,1g,3g,7g,310mg,61
Zweli's Café at Duke Divinity,Lunch,Lunch Sides,Gala Apple,Apple,0g,3g,20g,15g,0mg,92
